name,coverage
E05013684 Jubilee,0.0
E05013685 Lower Edmonton,0.0
E05013686 New Southgate,0.0
E05013687 Oakwood,0.0
E05013688 Palmers Green,0.0
E05013689 Ponders End,0.0
E05013690 Ridgeway,45.70118721418496,200
E05013691 Southbury,0.0
E05013692 Southgate,0.0
E05013693 Town,0.0
E05013694 Upper Edmonton,0.0
E05013695 Whitewebbs,79.64981170061536,200
E05013696 Winchmore Hill,0.0
E05013697 Arsenal,0.0
E05013698 Barnsbury,0.0
E05013699 Bunhill,0.0
E05013700 Caledonian,0.0
E05013701 Canonbury,0.0
E05013702 Clerkenwell,0.0
E05013703 Finsbury Park,0.0
E05013704 Highbury,0.0
E05013705 Hillrise,0.0
E05013706 Holloway,0.0
E05013707 Junction,0.0
E05013708 Laycock,0.0
E05013709 Mildmay,0.0
E05013710 St Mary's & St James',0.0
E05013711 St Peter's & Canalside,0.0
E05013712 Tollington,0.0
E05013713 Tufnell Park,0.0
E05013714 Bellingham,0.0
E05013715 Blackheath,0.0
E05013716 Brockley,0.0
E05013717 Catford South,0.0
E05013718 Crofton Park,0.0
E05013719 Deptford,0.0
E05013720 Downham,0.0
E05013721 Evelyn,0.0
E05013722 Forest Hill,0.0
E05013723 Grove Park,0.0
E05013724 Hither Green,0.0
E05013725 Ladywell,0.0
E05013726 Lee Green,0.0
E05013727 Lewisham Central,0.0
E05013728 New Cross Gate,0.0
E05013729 Perry Vale,0.0
E05013730 Rushey Green,0.0
E05013731 Sydenham,0.0
E05013732 Telegraph Hill,0.0
E05013733 Addison,0.0
E05013734 Avonmore,0.0
E05013735 Brook Green,0.0
E05013736 College Park & Old Oak,0.0
E05013737 Coningham,0.0
E05013738 Fulham Reach,0.0
E05013739 Fulham Town,0.0
E05013740 Grove,0.0
E05013741 Hammersmith Broadway,0.0
E05013742 Lillie,0.0
E05013743 Munster,0.0
E05013744 Palace & Hurlingham,0.0
E05013745 Parsons Green & Sandford,0.0
E05013746 Ravenscourt,0.0
E05013747 Sands End,0.0
E05013748 Shepherd's Bush Green,0.0
E05013749 Walham Green,0.0
E05013750 Wendell Park,0.0
E05013751 West Kensington,0.0
E05013752 White City,0.0
E05013753 Wormholt,0.0
E05013754 Beddington,0.0
E05013755 Belmont,0.0
E05013756 Carshalton Central,0.0
E05013757 Carshalton South & Clockhouse,0.0
E05013758 Cheam,0.0
E05013759 Hackbridge,0.0
E05013760 North Cheam,0.0
E05013761 St Helier East,0.0
E05013762 St Helier West,0.0
E05013763 South Beddington & Roundshaw,0.0
E05013764 Stonecot,0.0
E05013765 Sutton Central,0.0
E05013766 Sutton North,0.0
E05013767 Sutton South,0.0
E05013768 Sutton West & East Cheam,0.0
E05013769 The Wrythe,0.0
E05013770 Wallington North,0.0
E05013771 Wallington South,0.0
E05013772 Worcester Park North,0.0
E05013773 Worcester Park South,0.0
E05013774 Barnes,0.0
E05013775 East Sheen,0.0
E05013776 Fulwell & Hampton Hill,0.0
"E05013777 Ham, Petersham & Richmond Riverside",49.626701106236354,200
E05013778 Hampton,0.0
E05013779 Hampton North,0.0
E05013780 Hampton Wick & South Teddington,0.0
E05013781 Heathfield,0.0
E05013782 Kew,0.0
E05013783 Mortlake & Barnes Common,0.0
E05013784 North Richmond,0.0
E05013785 St Margarets & North Twickenham,0.0
E05013786 South Richmond,0.0
E05013787 South Twickenham,0.0
E05013788 Teddington,0.0
E05013789 Twickenham Riverside,0.0
E05013790 West Twickenham,0.0
E05013791 Whitton,0.0
E05013792 Abbey Road,0.0
E05013793 Bayswater,0.0
E05013794 Church Street,0.0
E05013795 Harrow Road,0.0
E05013796 Hyde Park,0.0
E05013797 Knightsbridge & Belgravia,0.0
E05013798 Lancaster Gate,0.0
E05013799 Little Venice,0.0
E05013800 Maida Vale,0.0
E05013801 Marylebone,0.0
E05013802 Pimlico North,0.0
E05013803 Pimlico South,0.0
E05013804 Queen's Park,0.0
E05013805 Regent's Park,0.0
E05013806 St James's,0.0
E05013807 Vincent Square,0.0
E05013808 West End,0.0
E05013809 Westbourne,0.0
E05013810 Abbey,0.0
E05013811 Cannon Hill,0.0
E05013812 Colliers Wood,0.0
E05013813 Cricket Green,0.0
E05013814 Figge's Marsh,0.0
E05013815 Graveney,0.0
E05013816 Hillside,0.0
E05013817 Lavender Fields,0.0
E05013818 Longthornton,0.0
E05013819 Lower Morden,0.0
E05013820 Merton Park,0.0
E05013821 Pollards Hill,0.0
E05013822 Ravensbury,0.0
E05013823 Raynes Park,0.0
E05013824 St Helier,0.0
E05013825 Village,63.58536430080034,200
E05013826 Wandle,0.0
E05013827 West Barnes,0.0
E05013828 Wimbledon Park,0.0
E05013829 Wimbledon Town & Dundonald,0.0
E05013830 Garforth & Swillington,80.2943664844531,200
E05013831 Temple Newsam,84.0015897079897,200
E05013832 Bowerhill,49.81094795730097,200
E05013833 Melksham East,0.0
E05013834 Pewsey,96.30043741649024,192,7,1
E05013835 Pewsey Vale West,94.78305766510316,177,16,7
E05013836 St Austell Poltair & Mount Charles,0.0
E05013837 Altarnun & Stoke Climsland,93.89541347612287,169,24,7
"E05013838 Crowan, Sithney & Wendron",88.58547934030517,187,10,3
E05013839 Falmouth Boslowick,0.0
E05013840 Falmouth Trescobeas & Budock,63.470574220986705,200
E05013841 Helston North,0.0
E05013842 Illogan & Portreath,53.67275774432744,200
"E05013843 Lanner, Stithians & Gwennap",85.17802616774543,198,2
E05013844 Launceston North & North Petherwin,95.66365069018066,184,14,0,2
"E05013845 Long Rock, Marazion & St Erth",78.04937242470028,199,1
E05013846 Mevagissey & St Austell Bay,0.0
E05013847 Newquay Trenance,0.0
E05013848 Penryn,0.0
E05013849 Perranporth,74.74560302434556,198,2
E05013850 Probus & St Erme,84.9811304110031,190,9,1
"E05013851 Redruth Central, Carharrack & St Day",75.58320713431227,200
E05013852 St Agnes,93.5471569990674,200
E05013853 St Austell Bethel & Holmbush,0.0
E05013854 St Austell Central & Gover,0.0
E05013855 St Columb Minor & Colan,77.2555194987819,200
E05013856 St Dennis & St Enoder,93.2384147494059,197,3
"E05013857 St Ives East, Lelant & Carbis Bay",65.16234092370242,200
E05013858 St Ives West & Towednack,80.47118008930113,200
E05013859 St Mewan & Grampound,83.10407540803,195,5
"E05013860 St Newlyn East, Cubert & Goonhavern",92.85728834221636,186,11,3
E05013861 Threemilestone & Chacewater,79.88750298168875,200
E05013862 Bothal,75.34944596552992,200
E05013863 Pegswood,89.5875831513779,188,9,3
E05013864 Abbey,0.0
E05013865 Battle,0.0
E05013866 Caversham,0.0
E05013867 Caversham Heights,0.0
E05013868 Church,0.0
E05013869 Coley,0.0
E05013870 Emmer Green,0.0
E05013871 Katesgrove,0.0
E05013872 Kentwood,0.0
E05013873 Norcot,0.0
E05013874 Park,0.0
E05013875 Redlands,0.0
E05013876 Southcote,0.0
E05013877 Thames,0.0
E05013878 Tilehurst,0.0
E05013879 Whitley,0.0
E05013880 Longstanton,84.2065822983577,200
E05013881 Over & Willingham,91.90988286579002,196,4
E05013882 Cann Hall,0.0
E05013883 Cathall,0.0
E05013884 Chapel End,0.0
E05013885 Chingford Green,0.0
E05013886 Endlebury,0.0
E05013887 Forest,0.0
E05013888 Grove Green,0.0
E05013889 Hale End & Highams Park South,0.0
E05013890 Hatch Lane & Highams Park North,0.0
E05013891 High Street,0.0
E05013892 Higham Hill,0.0
E05013893 Hoe Street,0.0
E05013894 Larkswood,0.0
E05013895 Lea Bridge,0.0
E05013896 Leyton,0.0
E05013897 Leytonstone,0.0
E05013898 Markhouse,0.0
E05013899 St James,0.0
E05013900 Upper Walthamstow,0.0
E05013901 Valley,0.0
E05013902 William Morris,0.0
E05013903 Wood Street,0.0
E05013904 Beckton,0.0
E05013905 Boleyn,0.0
E05013906 Canning Town North,0.0
E05013907 Canning Town South,0.0
E05013908 Custom House,0.0
E05013909 East Ham,0.0
E05013910 East Ham South,0.0
E05013911 Forest Gate North,0.0
E05013912 Forest Gate South,0.0
E05013913 Green Street East,0.0
E05013914 Green Street West,0.0
E05013915 Little Ilford,0.0
E05013916 Manor Park,0.0
E05013917 Maryland,0.0
E05013918 Plaistow North,0.0
E05013919 Plaistow South,0.0
E05013920 Plaistow West & Canning Town East,0.0
E05013921 Plashet,0.0
E05013922 Royal Albert,0.0
E05013923 Royal Victoria,0.0
E05013924 Stratford,0.0
E05013925 Stratford Olympic Park,0.0
E05013926 Wall End,0.0
E05013927 West Ham,0.0
E05013928 Alexandra,0.0
E05013929 Berrylands,0.0
E05013930 Canbury Gardens,0.0
E05013931 Chessington South & Malden Rushett,47.38441585398227,200
E05013932 Coombe Hill,0.0
E05013933 Coombe Vale,0.0
E05013934 Green Lane & St James,0.0
E05013935 Hook & Chessington North,0.0
E05013936 King George's & Sunray,0.0
E05013937 Kingston Gate,0.0
E05013938 Kingston Town,0.0
E05013939 Motspur Park & Old Malden East,0.0
E05013940 New Malden Village,0.0
E05013941 Norbiton,0.0
E05013942 Old Malden,0.0
E05013943 St Mark's & Seething Wells,0.0
E05013944 Surbiton Hill,0.0
E05013945 Tolworth,0.0
E05013946 Tudor,0.0
E05013947 Batchwood,0.0
E05013948 Bernards Heath,0.0
E05013949 Clarence,0.0
E05013950 Colney Heath,0.0
E05013951 Cunningham,0.0
E05013952 Harpenden East,0.0
E05013953 Harpenden North & Rural,47.12961988115749,200
E05013954 Harpenden South,0.0
E05013955 Harpenden West,0.0
E05013956 Hill End,0.0
E05013957 London Colney,0.0
E05013960 Park Street,73.71242204638934,200
E05013961 Redbourn,71.9391560636565,200
E05013962 Sandridge & Wheathampstead,79.91631361579911,198,2
E05013963 Sopwell,0.0
E05013964 St Peters,0.0
E05013965 St Stephen,49.328159540778934,200
E05013966 Verulam,90.30754944458722,200
E05013967 Beam Park,0.0
E05013968 Cranham,0.0
E05013969 Elm Park,0.0
E05013970 Emerson Park,0.0
E05013971 Gooshays,77.04639017958684,200
E05013972 Hacton,0.0
E05013973 Harold Wood,70.61019581986962,200
E05013974 Havering-atte-Bower,80.58628790470124,200
E05013975 Heaton,0.0
E05013976 Hylands & Harrow Lodge,0.0
E05013977 Marshalls & Rise Park,0.0
E05013978 Mawneys,0.0
E05013979 Rainham & Wennington,75.83706969599497,200
E05013980 Rush Green & Crowlands,0.0
E05013981 St Alban's,0.0
E05013982 St Andrew's,0.0
E05013983 St Edward's,0.0
E05013984 South Hornchurch,0.0
E05013985 Squirrels Heath,0.0
E05013986 Upminster,82.43187105701402,200
E05013987 Beckenham Town & Copers Cope,0.0
E05013988 Bickley & Sundridge,0.0
E05013989 Biggin Hill,49.97736623331693,200
E05013990 Bromley Common & Holwood,0.0
E05013991 Bromley Town,0.0
E05013992 Chelsfield,60.29750134106047,200
E05013993 Chislehurst,78.0550517212092,200
E05013994 Clock House,0.0
E05013995 Crystal Palace & Anerley,0.0
E05013996 Darwin,88.30157288576994,199,1
E05013997 Farnborough & Crofton,76.48689306775447,200
E05013998 Hayes & Coney Hall,84.65167523924572,200
E05013999 Kelsey & Eden Park,0.0
E05014000 Mottingham,0.0
E05014001 Orpington,0.0
E05014002 Penge & Cator,0.0
E05014003 Petts Wood & Knoll,0.0
E05014004 Plaistow,0.0
E05014005 Shortlands & Park Langley,0.0
E05014006 St Mary Cray,56.42199381045803,200
E05014007 St Paul's Cray,45.72472483919555,200
E05014008 West Wickham,0.0
E05014009 Balham,0.0
E05014010 Battersea Park,0.0
E05014011 East Putney,0.0
E05014012 Falconbrook,0.0
E05014013 Furzedown,0.0
E05014014 Lavender,0.0
E05014015 Nine Elms,0.0
E05014016 Northcote,0.0
E05014017 Roehampton,0.0
E05014018 St Mary's,0.0
E05014019 Shaftesbury & Queenstown,0.0
E05014020 South Balham,0.0
E05014021 Southfields,0.0
E05014022 Thamesfield,0.0
E05014023 Tooting Bec,0.0
E05014024 Tooting Broadway,0.0
E05014025 Trinity,0.0
E05014026 Wandle,0.0
E05014027 Wandsworth Common,0.0
E05014028 Wandsworth Town,0.0
E05014029 West Hill,0.0
E05014030 West Putney,0.0
E05014031 Cambourne,0.0
E05014032 Caxton & Papworth,88.4519241603721,194,6
E05014033 Balderstone & Kirkholt,0.0
E05014034 Bamford,0.0
E05014035 Castleton,78.48483693932668,200
E05014036 Central Rochdale,0.0
E05014037 East Middleton,0.0
E05014038 Healey,0.0
E05014039 Hopwood Hall,0.0
E05014040 Kingsway,0.0
E05014041 Littleborough Lakeside,88.40392273731645,199,1
E05014042 Milkstone & Deeplish,0.0
E05014043 Milnrow & Newhey,84.48547690730967,200
E05014044 Norden,88.22566974197173,198,2
E05014045 North Heywood,0.0
E05014046 North Middleton,0.0
E05014047 Smallbridge & Firgrove,0.0
E05014048 South Middleton,0.0
E05014049 Spotland & Falinge,0.0
"E05014050 Wardle, Shore & West Littleborough",76.78191930342751,200
E05014051 West Heywood,0.0
E05014052 West Middleton,0.0
E05014053 Abbey,0.0
E05014054 Alibon,0.0
E05014055 Barking Riverside,0.0
E05014056 Beam,0.0
E05014057 Becontree,0.0
E05014058 Chadwell Heath,0.0
E05014059 Eastbrook & Rush Green,0.0
E05014060 Eastbury,0.0
E05014061 Gascoigne,0.0
E05014062 Goresbrook,0.0
E05014063 Heath,0.0
E05014064 Longbridge,0.0
E05014065 Mayesbrook,0.0
E05014066 Northbury,0.0
E05014067 Parsloes,0.0
E05014068 Thames View,0.0
E05014069 Valence,0.0
E05014070 Village,0.0
E05014071 Whalebone,0.0
E05014072 Abbey Wood,0.0
E05014073 Blackheath Westcombe,0.0
E05014074 Charlton Hornfair,0.0
E05014075 Charlton Village & Riverside,0.0
E05014076 East Greenwich,0.0
E05014077 Eltham Page,0.0
E05014078 Eltham Park & Progress,0.0
E05014079 Eltham Town & Avery Hill,65.24797685158306,200
E05014080 Greenwich Creekside,0.0
E05014081 Greenwich Park,0.0
E05014082 Greenwich Peninsula,0.0
E05014083 Kidbrooke Park,0.0
E05014084 Kidbrooke Village & Sutcliffe,0.0
E05014085 Middle Park & Horn Park,0.0
"E05014086 Mottingham, Coldharbour & New Eltham",0.0
E05014087 Plumstead & Glyndon,0.0
E05014088 Plumstead Common,0.0
E05014089 Shooters Hill,0.0
E05014090 Thamesmead Moorings,0.0
E05014091 West Thamesmead,0.0
E05014092 Woolwich Arsenal,0.0
E05014093 Woolwich Common,0.0
E05014094 Woolwich Dockyard,0.0
E05014095 Brixton Acre Lane,0.0
E05014096 Brixton North,0.0
E05014097 Brixton Rush Common,0.0
E05014098 Brixton Windrush,0.0
E05014099 Clapham Common & Abbeville,0.0
E05014100 Clapham East,0.0
E05014101 Clapham Park,0.0
E05014102 Clapham Town,0.0
E05014103 Gipsy Hill,0.0
E05014104 Herne Hill & Loughborough Junction,0.0
E05014105 Kennington,0.0
E05014106 Knight's Hill,0.0
E05014107 Myatt's Fields,0.0
E05014108 Oval,0.0
E05014109 St Martin's,0.0
E05014110 Stockwell East,0.0
E05014111 Stockwell West & Larkhall,0.0
E05014112 Streatham Common & Vale,0.0
E05014113 Streatham Hill East,0.0
E05014114 Streatham Hill West & Thornton,0.0
E05014115 Streatham St Leonard's,0.0
E05014116 Streatham Wells,0.0
E05014117 Vauxhall,0.0
E05014118 Waterloo & South Bank,0.0
E05014119 West Dulwich,0.0
E05014120 Billinge & Seneley Green,74.30793043660314,200
E05014121 Blackbrook,0.0
E05014122 Bold & Lea Green,61.42566208915971,200
E05014123 Eccleston,63.73065270749184,200
E05014124 Haydock,54.66629150934449,200
E05014125 Moss Bank,0.0
E05014126 Newton-le-Willows East,45.61062994612307,200
E05014127 Newton-le-Willows West,0.0
E05014128 Parr,0.0
E05014129 Peasley Cross & Fingerpost,0.0
E05014130 Rainford,85.38397987474815,198,2
E05014131 Rainhill,48.61971816470631,200
E05014132 St Helens Town Centre,0.0
E05014133 Sutton North West,0.0
E05014134 Sutton South East,0.0
E05014135 Thatto Heath,0.0
E05014136 West Park,0.0
E05014137 Windle,0.0
E05014138 Alverstoke,0.0
E05014139 Anglesey,0.0
E05014140 Bridgemary,0.0
E05014141 Brockhurst & Privett,0.0
E05014142 Elson,0.0
E05014143 Forton,0.0
E05014144 Grange & Alver Valley,0.0
E05014145 Harbourside & Town,0.0
E05014146 Hardway,0.0
E05014147 Lee East,0.0
E05014148 Lee West,0.0
E05014149 Leesland & Newtown,0.0
E05014150 Peel Common,0.0
E05014151 Rowner & Holbrook,0.0
E05014152 Besses,0.0
E05014153 Bury East,0.0
E05014154 Bury West,0.0
E05014155 Elton,0.0
E05014156 Holyrood,0.0
E05014157 Moorside,0.0
E05014158 North Manor,0.0
E05014159 Pilkington Park,0.0
E05014160 Radcliffe East,61.798618516688826,200
E05014161 Radcliffe North & Ainsworth,65.18741162771424,200
E05014162 Radcliffe West,0.0
E05014163 Ramsbottom,63.06988591379447,200
E05014164 Redvales,0.0
E05014165 Sedgley,0.0
E05014166 St. Mary's,0.0
E05014167 Tottington,52.691345872689894,200
E05014168 Unsworth,54.51018428097547,200
E05014169 Duxford,93.09601721592556,197,3
E05014170 Sawston,77.7096689941494,200
E05014171 Aspatria,95.26482011932464,185,14,1
E05014172 Belah,0.0
E05014173 Belle Vue,0.0
E05014174 Botcherby,0.0
E05014175 Bothel and Wharrels,97.47429993302406,149,36,0,14,0,0,1
E05014176 Brampton,94.02208974699619,171,25,0,4
E05014177 Bransty,0.0
E05014178 Castle,0.0
E05014179 Cleator Moor East and Frizington,90.96192182044142,181,17,0,2
E05014180 Cleator Moor West,39.4625093519488,200
E05014181 Cockermouth North,0.0
E05014182 Cockermouth South,90.61335875462908,194,6
E05014183 Corby and Hayton,95.66297131612913,179,19,0,2
E05014184 Currock,0.0
E05014185 Dalston and Burgh,90.52684603362336,183,17
E05014186 Dearham and Broughton,65.254272865917,197,3
E05014187 Denton Holme,0.0
E05014188 Egremont,29.602473915285522,200
E05014189 Egremont North and St Bees,59.46053737721609,200
E05014190 Gosforth,96.07780043159349,171,23,6
E05014191 Harraby North,0.0
E05014192 Harraby South,0.0
E05014193 Harrington,60.466553399881235,200
E05014194 Hillcrest and Hensingham,0.0
E05014195 Houghton and Irthington,93.03229139579747,179,17,0,4
E05014196 Howgate,90.65714451490497,199,1
E05014197 Kells and Sandwith,0.0
E05014198 Keswick,94.91680853509543,178,19,0,3
E05014199 Longtown,91.42308042260082,139,39,21,0,1
E05014200 Maryport North,60.351819453368186,200
E05014201 Maryport South,81.91851155482773,200
E05014202 Millom,0.0
E05014203 Millom Without,95.49170028381837,143,33,18,0,6
E05014204 Mirehouse,0.0
E05014205 Morton,0.0
E05014206 Moss Bay and Moorclose,0.0
E05014207 St John's and Great Clifton,0.0
E05014208 St Michael's,0.0
E05014209 Seaton,50.10669167430149,200
E05014210 Solway Coast,89.83204501750076,190,10
E05014211 Stanwix Urban,0.0
E05014212 Thursby,89.21115254173856,165,25,9,0,1
E05014213 Upperby,0.0
E05014214 Wetheral,84.16647432918646,195,5
E05014215 Wigton,88.50985600415272,195,5
E05014216 Yewdale,0.0
E05014217 Alston and Fellside,96.95570685297173,145,40,0,14,0,0,1
E05014218 Appleby and Brough,96.4866512564657,155,28,14,0,3
E05014219 Bowness and Lyth,88.34449653657758,183,15,2
E05014220 Burton and Holme,91.85484942834127,196,4
E05014221 Coniston and Hawkshead,96.9395194957572,169,23,0,7,0,1
E05014222 Dalton North,71.45649185430831,200
E05014223 Dalton South,0.0
E05014224 Eamont and Shap,96.43514443130563,163,28,0,8,0,1
E05014225 Eden and Lyvennet Vale,95.16263075013974,147,44,0,9
E05014226 Grange and Cartmel,91.11838237759933,183,15,0,2
E05014227 Greystoke and Ullswater,95.67037317656599,158,34,0,7,0,1
E05014228 Hawcoat and Newbarns,0.0
E05014229 Hesket and Lazonby,95.16455378139302,169,24,0,6,0,1
E05014230 High Furness,93.70338403723004,185,12,3
E05014231 Kendal Castle,0.0
E05014232 Kendal Highgate,0.0
E05014233 Kendal Nether,0.0
E05014234 Kendal South,61.71476417988431,200
E05014235 Kendal Strickland and Fell,0.0
E05014236 Kent Estuary,70.39756320583753,200
E05014237 Kirkby Stephen and Tebay,96.76961362113288,153,35,0,11,0,1
E05014238 Levens and Crooklands,81.63277535632687,199,1
E05014239 Low Furness,90.53968352394533,197,3
E05014240 Old Barrow and Hindpool,0.0
E05014241 Ormsgill and Parkside,0.0
E05014242 Penrith North,88.5895563242567,200
E05014243 Penrith South,0.0
E05014244 Risedale and Roosecote,38.81165400715603,200
E05014245 Sedbergh and Kirkby Lonsdale,96.82228821510773,147,38,0,13,0,0,2
E05014246 Ulverston,81.12703084500892,200
E05014247 Upper Kent,92.37940946136183,174,17,8,0,1
E05014248 Walney Island,0.0
E05014249 Windermere and Ambleside,94.9443233613866,171,22,7
E05014250 Aire Valley,85.91952789705947,199,1
E05014251 Aiskew & Leeming,86.73911349156957,198,2
E05014252 Amotherby & Ampleforth,91.62760872108412,182,17,1
E05014253 Appleton Roebuck & Church Fenton,91.06494699231868,186,14
E05014254 Barlby & Riccall,75.01373873395518,200
E05014255 Bedale,92.02458863303451,182,14,4
E05014256 Bentham & Ingleton,96.35865132077042,165,27,0,7,0,1
E05014257 Bilton Grange & New Park,0.0
E05014258 Bilton & Nidd Gorge,0.0
E05014259 Boroughbridge & Claro,91.01638997918522,194,6
E05014260 Brayton & Barlow,68.69917525986429,200
E05014261 Camblesforth & Carlton,74.61533665012786,195,5
E05014262 Castle,0.0
E05014263 Catterick Village & Brompton-on-Swale,84.46527871428997,195,5
E05014264 Cawood & Escrick,87.79140017175379,194,6
E05014265 Cayton,83.3715168808486,200
E05014266 Cliffe & North Duffield,92.01191725434558,194,5,1
E05014267 Coppice Valley & Duchy,0.0
E05014268 Danby & Mulgrave,95.06731068372378,170,29,0,1
E05014269 Derwent Valley & Moor,96.07903787485023,176,21,0,3
E05014270 Easingwold,78.58096055425759,197,3
E05014271 Eastfield,0.0
E05014272 Esk Valley & Coast,95.27877788661763,154,26,14,0,6
E05014273 Fairfax & Starbeck,0.0
E05014274 Falsgrave & Stepney,0.0
E05014275 Filey,0.0
E05014276 Great Ayton,94.51004748229381,179,19,2
"E05014277 Glusburn, Cross Hills & Sutton-in-Craven",62.45237049112738,200
E05014278 Harlow & St. Georges,0.0
E05014279 High Harrogate & Kingsley,0.0
E05014280 Hipswell & Colburn,25.958964772061112,200
E05014281 Helmsley & Sinnington,93.24795151640295,159,32,0,8,0,1
E05014282 Hillside & Raskelf,92.66288534114034,164,33,0,3
E05014283 Huby & Tollerton,92.29747273674573,184,14,2
E05014284 Hunmanby & Sherburn,93.55122672488474,181,19
E05014285 Hutton Rudby & Osmotherley,94.47119947226962,178,20,0,2
"E05014286 Killinghall, Hampsthwaite & Saltergate",67.10261459618086,200
E05014287 Kirkbymoorside & Dales,94.2418016659367,161,29,0,8,0,2
E05014288 Knaresborough East,0.0
E05014289 Knaresborough West,0.0
E05014290 Leyburn & Middleham,93.94013555751503,169,27,0,4
E05014291 Malton,83.60118594840567,200
E05014292 Masham & Fountains,94.65657376557346,149,33,17,0,1
E05014293 Monk Fryston & South Milford,90.418354388599,191,7,2
E05014294 Mid Craven,94.17108899639697,166,25,8,0,1
E05014295 Morton-on-Swale & Appleton Wiske,91.70660960571027,160,27,13
E05014296 Newby,0.0
E05014297 North Richmondshire,93.6108050127405,168,25,0,6,0,1
E05014298 Northallerton North & Brompton,90.55525971032849,199,1
E05014299 Northallerton South,0.0
E05014300 Norton,52.10936984178089,200
E05014301 Northstead,0.0
E05014302 Oatlands & Pannal,41.37455233184319,200
E05014303 Osgoldcross,84.4328196402897,189,8,3
E05014304 Ouseburn,92.23459823367057,187,13
E05014305 Pateley Bridge & Nidderdale,97.28347430879056,161,31,0,8
E05014306 Pickering,89.56553617589708,199,1
E05014307 Richmond,0.0
E05014308 Ripon Minster & Moorside,0.0
E05014309 Ripon Ure Bank & Spa,0.0
E05014310 Romanby,0.0
E05014311 Scalby & the Coast,87.91814786524539,200
E05014312 Scotton & Lower Wensleydale,94.10526062174766,185,13,0,2
E05014313 Seamer,80.21755945228394,200
E05014314 Selby East,70.7672578183636,200
E05014315 Selby West,80.14199526639366,200
E05014316 Settle & Penyghent,93.18458583789959,176,21,3
E05014317 Sherburn in Elmet,75.32109882318285,200
E05014318 Sheriff Hutton & Derwent,93.9777276637441,156,30,12,0,2
E05014319 Skipton East & South,39.27386005834666,200
E05014320 Skipton North & Embsay-with-Eastby,87.51249799824936,198,2
E05014321 Skipton West & West Craven,89.85356069263041,196,4
E05014322 Sowerby & Topcliffe,93.89728470892797,194,6
E05014323 Spofforth with Lower Wharfedale & Tockwith,86.74163441983517,184,13,3
"E05014324 Stray, Woodlands & Hookstone",0.0
E05014325 Stokesley,82.95596308732613,199,1
E05014326 Tadcaster,76.52638117563559,200
E05014327 Thirsk,78.08358458995242,197,3
E05014328 Thornton Dale & Wolds,94.1751123738182,147,46,0,7
E05014329 Thorpe Willoughby & Hambleton,93.0828803512383,199,1
E05014330 Upper Dales,96.24907474912577,91,58,35,0,14,0,0,2
E05014331 Valley Gardens & Central Harrogate,0.0
E05014332 Washburn & Birstwith,93.55419022699307,173,21,0,6
E05014333 Wathvale & Bishop Monkton,92.65997761790365,179,19,0,2
E05014334 Weaponness & Ramshill,0.0
E05014335 Wharfedale,95.92178155934455,138,46,0,14,0,2
E05014336 Whitby Streonshalh,0.0
E05014337 Whitby West,0.0
E05014338 Woodlands,0.0
E05014339 Bishop's Hull & Taunton West,0.0
E05014340 Blackdown & Neroche,91.35624085165053,180,17,3
E05014341 Blackmoor Vale,91.64233614881392,187,12,0,1
E05014342 Brent,88.74250153617321,186,13,1
E05014343 Bridgwater East & Bawdrip,82.4894629615149,200
E05014344 Bridgwater North & Central,0.0
E05014345 Bridgwater South,0.0
E05014346 Bridgwater West,0.0
E05014347 Brympton,0.0
E05014348 Burnham on Sea North,0.0
E05014349 Cannington,88.08881329602578,184,12,4
E05014350 Castle Cary,86.50793290802952,181,15,4
E05014351 Chard North,88.20138789818444,193,6,1
E05014352 Chard South,82.51454176991533,200
E05014353 Cheddar,84.71522932949074,195,4,1
E05014354 Coker,89.53828359485064,187,10,3
E05014355 Comeytrowe & Trull,73.59562401537376,200
E05014356 Crewkerne,86.95029351642631,200
E05014357 Curry Rivel & Langport,94.34337918983097,185,13,2
E05014358 Dulverton & Exmoor,96.71418587156326,117,46,26,0,10,0,0,1
E05014359 Dunster,93.3534296552339,179,20,1
E05014360 Frome East,87.8656110729477,199,1
E05014361 Frome North,83.49798540923373,197,3
E05014362 Frome West,43.870241678662076,200
E05014363 Glastonbury,89.11268266608634,200
E05014364 Highbridge & Burnham South,0.0
E05014365 Huntspill,88.81749056232906,193,7
E05014366 Ilminster,93.04879275586497,187,12,1
E05014367 King Alfred,92.03582097902583,184,16
E05014368 Lydeard,86.59370284595359,194,6
E05014369 Martock,88.98591541093032,194,6
E05014370 Mendip Central and East,90.96155850510812,180,19,0,1
E05014371 Mendip Hills,91.06493969820656,175,20,5
E05014372 Mendip South,92.05054280630533,180,18,0,2
E05014373 Mendip West,87.2997408222137,185,15
E05014374 Minehead,62.654934923394286,200
E05014375 Monkton & North Curry,89.23513155848097,198,2
E05014376 North Petherton,91.17864362701583,193,6,1
E05014377 Rowbarton & Staplegrove,67.97197678569353,200
E05014378 Shepton Mallet,60.02013914557607,200
E05014379 Somerton,92.20876401918464,185,12,3
E05014380 South Petherton & Islemoor,85.3942031406234,192,8
E05014381 Street,58.16206988859094,200
E05014382 Taunton East,0.0
E05014383 Taunton North,0.0
E05014384 Taunton South,0.0
E05014385 Upper Tone,92.83951175766136,183,15,0,2
E05014386 Watchet & Stogursey,92.04442443385634,191,9
E05014387 Wellington,68.12303961122967,200
E05014388 Wells,66.13945591606036,200
E05014389 Wincanton & Bruton,93.20210982640494,183,13,4
